index	words	occurrences
1860	coast	49
1861	silver	49
1862	affected	49
1863	ge	49
1864	uses	48
1865	pace	48
1866	seemed	48
1867	records	48
1868	twice	48
1869	protect	48
1870	ask	48
1871	models	48
1872	barrels	48
1873	front	48
1874	consultants	48
1875	candidates	48
1876	agree	48
1877	prior	48
1878	green	48
1879	accepted	48
1880	older	48
1881	leaving	48
1882	goal	48
1883	equal	48
1884	church	48
1885	leadership	48
1886	families	48
1887	coverage	48
1888	representatives	48
1889	antitrust	48
1890	affect	48
1891	present	48
1892	pershare	48
1893	hud	48
1894	morris	48
1895	preliminary	47
1896	talking	47
1897	prove	47
1898	utility	47
1899	determined	47
1900	task	47
1901	operate	47
1902	usual	47
1903	managed	47
1904	positive	47
1905	influence	47
1906	wake	47
1907	hearing	47
1908	doubt	47
1909	citing	47
1910	damages	47
1911	fairly	47
1912	shown	47
1913	advantage	47
1914	bigger	47
1915	training	47
1916	gross	47
1917	lambert	47
1918	urban	47
1919	usair	47
1920	factory	46
1921	argue	46
1922	cutting	46
1923	voted	46
1924	worried	46
1925	challenge	46
1926	chip	46
1927	italy	46
1928	stephen	46
1929	jointly	46
1930	ashare	46
1931	tender	46
1932	wide	46
1933	represent	46
1934	beijing	46
1935	river	46
1936	regular	46
1937	suggested	46
1938	assistance	46
1939	gone	46
1940	otc	46
1941	ounce	46
1942	station	46
1943	georgia	46
1944	conventional	46
1945	ec	46
1946	highway	46
1947	push	46
1948	finished	46
1949	alliance	46
1950	puts	46
1951	navy	46
1952	farm	46
1953	luxury	46
1954	scandal	46
1955	saatchi	46
1956	seats	45
1957	toronto	45
1958	meetings	45
1959	joseph	45
1960	excess	45
1961	extremely	45
1962	suggests	45
1963	intended	45
1964	style	45
1965	living	45
1966	event	45
1967	commitments	45
1968	ground	45
1969	decisions	45
1970	keeping	45
1971	blacks	45
1972	save	45
1973	fire	45
1974	highyield	45
1975	vehicle	45
1976	declared	45
1977	door	45
1978	mining	45
1979	games	45
1980	direction	45
1981	weekly	45
1982	relationship	45
1983	compromise	45
1984	negotiating	45
1985	guarantees	45
1986	telerate	45
1987	patients	45
1988	shopping	45
1989	fourthquarter	45
1990	africa	45
1991	hewlettpackard	45
1992	flight	45
1993	type	44
1994	suspended	44
1995	ill	44
1996	pharmaceutical	44
1997	crude	44
1998	file	44
1999	surge	44
2000	rich	44
2001	purchasing	44
2002	asking	44
2003	boeing	44
2004	elections	44
2005	refused	44
2006	appeared	44
2007	extra	44
2008	helping	44
2009	louis	44
2010	onetime	44
2011	square	44
2012	operates	44
2013	promise	44
2014	movement	44
2015	supplies	44
2016	safe	44
2017	edward	44
2018	replace	44
2019	wife	44
2020	regulations	44
2021	disclose	44
2022	swings	44
2023	rumors	44
2024	hollywood	44
2025	fields	43
2026	professor	43
2027	sixmonth	43
2028	ceiling	43
2029	joined	43
2030	ross	43
2031	providing	43
2032	investing	43
2033	types	43
2034	hill	43
2035	invest	43
2036	happen	43
2037	worry	43
2038	confirmed	43
2039	sound	43
2040	politicians	43
2041	argued	43
2042	resolution	43
2043	extraordinary	43
2044	crisis	43
2045	upon	43
2046	thinks	43
2047	sugar	43
2048	grain	43
2049	heat	43
2050	cd	43
2051	king	43
2052	advisers	43
2053	rjr	43
2054	join	42
2055	ban	42
2056	comparable	42
2057	simple	42
2058	obtain	42
2059	h	42
2060	hampshire	42
2061	underlying	42
2062	courts	42
2063	prospects	42
2064	patent	42
2065	launch	42
2066	denied	42
2067	founder	42
2068	specialists	42
2069	chase	42
2070	written	42
2071	language	42
2072	ultimately	42
2073	singapore	42
2074	membership	42
2075	warrants	42
2076	piece	42
2077	discuss	42
2078	colleagues	42
2079	immediate	42
2080	suffered	42
2081	discovered	42
2082	scientific	42
2083	views	42
2084	genes	42
2085	ogilvy	42
2086	representing	42
2087	controversial	42
2088	usa	42
2089	personnel	42
2090	phelan	42
2091	expressed	42
2092	outlook	42
2093	guarantee	42
2094	intel	42
2095	rico	42
2096	senators	42
2097	garden	42
2098	succeeds	41
2099	giants	41
2100	lowered	41
2101	pages	41
2102	matters	41
2103	succeed	41
2104	circuit	41
2105	choice	41
2106	presence	41
2107	sets	41
2108	fannie	41
2109	temporarily	41
2110	import	41
2111	lives	41
2112	student	41
2113	music	41
2114	politics	41
2115	aug	41
2116	word	41
2117	alternative	41
2118	concluded	41
2119	returned	41
2120	resignation	41
2121	serve	41
2122	circumstances	41
2123	eye	41
2124	title	41
2125	served	41
2126	nbc	41
2127	initially	41
2128	reaction	41
2129	rapidly	41
2130	pact	41
2131	card	41
2132	critical	41
2133	worse	41
2134	attract	41
2135	deliver	41
2136	reflected	41
2137	cold	41
2138	happened	41
2139	switzerland	41
2140	ensure	41
2141	crop	41
2142	buyer	41
2143	liquidity	41
2144	follow	41
2145	generation	41
2146	offerings	41
2147	insured	41
2148	votes	41
2149	agreements	41
2150	chancellor	41
2151	costa	41
2152	abc	41
2153	died	40
2154	described	40
2155	proceedings	40
2156	entered	40
2157	aerospace	40
2158	lawsuits	40
2159	pick	40
2160	visit	40
2161	invested	40
2162	branch	40
2163	millions	40
2164	responsibility	40
2165	urged	40
2166	coal	40
2167	pass	40
2168	nature	40
2169	reforms	40
2170	track	40
2171	football	40
2172	privately	40
2173	acquiring	40
2174	restaurant	40
2175	operator	40
2176	slipped	40
2177	letters	40
2178	specialty	40
2179	fair	40
2180	atlantic	40
2181	differences	40
2182	delay	40
2183	breeden	40
2184	normally	40
2185	agents	40
2186	beer	40
2187	lineitem	40
2188	technologies	40
2189	graphics	40
2190	exploration	40
2191	oakland	40
2192	egg	40
2193	ratio	40
2194	intends	40
2195	banco	40
2196	t	39
2197	easily	39
2198	slide	39
2199	stronger	39
2200	watch	39
2201	february	39
2202	rival	39
2203	guaranteed	39
2204	administrative	39
2205	tied	39
2206	p	39
2207	creating	39
2208	requires	39
2209	drives	39
2210	voting	39
2211	covered	39
2212	extend	39
2213	code	39
2214	tend	39
2215	fallen	39
2216	ties	39
2217	road	39
2218	committed	39
2219	becoming	39
2220	child	39
2221	spot	39
2222	basic	39
2223	metric	39
2224	taxpayers	39
2225	limits	39
2226	dc	39
2227	shipping	39
2228	possibility	39
2229	jan	39
2230	check	39
2231	criticism	39
2232	extent	39
2233	wells	39
2234	costly	39
2235	audience	39
2236	looks	39
2237	christmas	39
2238	unemployment	39
2239	processing	39
2240	machinists	39
2241	pipeline	39
2242	league	39
2243	lincoln	39
2244	rooms	39
2245	default	38
2246	forecasts	38
2247	retailing	38
2248	setting	38
2249	hills	38
2250	triggered	38
2251	status	38
2252	manufacturer	38
2253	reducing	38
2254	newly	38
2255	published	38
2256	picture	38
2257	nobody	38
2258	knows	38
2259	pictures	38
2260	integrated	38
2261	pennsylvania	38
2262	carolina	38
2263	widespread	38
2264	worst	38
2265	adopted	38
2266	retailers	38
2267	twoyear	38
2268	inside	38
2269	volatile	38
2270	saturday	38
2271	strategies	38
2272	carriers	38
2273	cells	38
2274	reporters	38
2275	pushed	38
2276	beach	38
2277	brooks	38
2278	mine	38
2279	coffee	38
2280	studio	38
2281	hunt	38
2282	suits	38
2283	cross	38
2284	pg	38
2285	coup	38
2286	assume	37
2287	indicate	37
2288	illegal	37
2289	household	37
2290	faster	37
2291	affiliate	37
2292	career	37
2293	asia	37
2294	exposure	37
2295	warning	37
2296	awarded	37
2297	enormous	37
2298	hungary	37
2299	martin	37
2300	turns	37
2301	possibly	37
2302	secondary	37
2303	yeargin	37
2304	newspapers	37
2305	comments	37
2306	factor	37
2307	facing	37
2308	contends	37
2309	turning	37
2310	foods	37
2311	alternatives	37
2312	aggressive	37
2313	fuel	37
2314	banker	37
2315	realize	37
2316	fashion	37
2317	employers	37
2318	observers	37
2319	unable	37
2320	condition	37
2321	israel	37
2322	aftertax	37
2323	obligation	37
2324	warned	37
2325	mitchell	37
2326	ship	37
2327	culture	37
2328	genetic	37
2329	lawrence	37
2330	brewing	37
2331	formerly	36
2332	roll	36
2333	douglas	36
2334	pursue	36
2335	spain	36
2336	club	36
2337	eliminate	36
2338	currencies	36
2339	consecutive	36
2340	portfolios	36
2341	inventories	36
2342	reporting	36
2343	fastfood	36
2344	identified	36
2345	playing	36
2346	stage	36
2347	grown	36
2348	gop	36
2349	participants	36
2350	sophisticated	36
2351	encourage	36
2352	pushing	36
2353	bottom	36
2354	badly	36
2355	answer	36
2356	mich	36
2357	massachusetts	36
2358	formed	36
2359	publisher	36
2360	philadelphia	36
2361	brady	36
2362	collapsed	36
2363	frequently	36
2364	subcommittee	36
2365	tower	36
2366	insurer	36
2367	quarters	36
2368	impossible	36
2369	faced	36
2370	son	36
2371	unsecured	36
2372	understand	36
2373	establish	36
2374	orange	36
2375	lenders	36
2376	begun	36
2377	interestrate	36
2378	transfer	36
2379	blood	36
2380	miller	36
2381	write	36
2382	massive	36
2383	army	36
2384	pilot	36
2385	thompson	36
2386	opec	36
2387	heard	35
2388	users	35
2389	introduce	35
2390	nec	35
2391	citizens	35
2392	apply	35
2393	memory	35
2394	atlanta	35
2395	downturn	35
2396	handle	35
2397	carries	35
2398	player	35
2399	carried	35
2400	virginia	35
2401	wait	35
2402	caught	35
2403	bob	35
2404	educational	35
2405	roman	35
2406	threatened	35
2407	approve	35
2408	seeks	35
2409	plastic	35
2410	containers	35
2411	thin	35
2412	modern	35
2413	sunday	35
2414	worker	35
2415	filled	35
2416	nixon	35
2417	suspension	35
2418	pa	35
2419	oneyear	35
2420	unlikely	35
2421	corporation	35
2422	threemonth	35
2423	otherwise	35
2424	assembly	35
2425	governments	35
2426	cellular	35
2427	franchise	35
2428	site	35
2429	kkr	35
2430	greenspan	35
2431	boom	34
2432	recorded	34
2433	northeast	34
2434	daniel	34
2435	ruled	34
2436	heads	34
2437	anticipated	34
2438	jump	34
2439	fujitsu	34
2440	donald	34
2441	progress	34
2442	enforcement	34
2443	elaborate	34
2444	steady	34
2445	planners	34
2446	insist	34
2447	reading	34
2448	excluding	34
2449	aids	34
2450	stories	34
2451	shop	34
2452	cooperation	34
2453	specialist	34
2454	friends	34
2455	moderate	34
2456	equivalent	34
2457	extended	34
2458	campbell	34
2459	easier	34
2460	surprised	34
2461	friendly	34
2462	quick	34
2463	packages	34
2464	calling	34
2465	nationwide	34
2466	stockmarket	34
2467	kill	34
2468	pulled	34
2469	compensation	34
2470	changing	34
2471	intelligence	34
2472	resulted	34
2473	severe	34
2474	promised	34
2475	democracy	34
2476	typical	34
2477	peabody	34
2478	cautious	34
2479	guy	34
2480	singlea	34
2481	rivals	34
2482	hearings	34
2483	ortega	34
2484	assetbacked	34
2485	allowing	34
2486	tape	34
2487	whatever	34
2488	cosmetics	34
2489	agent	34
2490	hall	34
2491	mills	34
2492	reinsurance	34
2493	bellsouth	34
2494	engelken	34
2495	delmed	34
2496	steinhardt	34
2497	aware	33
2498	du	33
2499	race	33
2500	exceed	33
2501	none	33
2502	illinois	33
2503	consumption	33
2504	theory	33
2505	applied	33
2506	father	33
2507	maxwell	33
2508	attractive	33
2509	rapid	33
2510	expanding	33
2511	ltv	33
2512	ran	33
2513	commitment	33
2514	learned	33
2515	organizations	33
2516	video	33
2517	closer	33
2518	comprehensive	33
2519	allegations	33
2520	foundation	33
2521	stands	33
2522	bar	33
2523	troubles	33
2524	semiconductor	33
2525	dead	33
2526	resulting	33
2527	payable	33
2528	twothirds	33
2529	signal	33
2530	merchandise	33
2531	commodities	33
2532	fla	33
2533	shortly	33
2534	connection	33
2535	match	33
2536	citicorp	33
2537	sees	33
2538	predict	33
2539	supporters	33
2540	hear	33
2541	des	33
2542	determine	33
2543	ought	33
2544	disappointing	33
2545	mac	33
2546	constitutional	33
2547	bringing	33
2548	metal	33
2549	statements	33
2550	aside	33
2551	compaq	33
2552	psyllium	33
2553	aetna	33
2554	anc	33
2555	corry	33
2556	yorkbased	32
2557	retain	32
2558	sluggish	32
2559	places	32
2560	edison	32
2561	handling	32
2562	prompted	32
2563	complained	32
2564	seat	32
2565	billions	32
2566	cleveland	32
2567	donaldson	32
2568	onethird	32
2569	shot	32
2570	husband	32
2571	attack	32
2572	convicted	32
2573	everybody	32
2574	carrying	32
2575	rockefeller	32
2576	fresh	32
2577	fast	32
2578	metropolitan	32
2579	middle	32
2580	appointed	32
2581	violations	32
2582	papers	32
2583	narrow	32
2584	considerable	32
2585	pittsburgh	32
2586	buyback	32
2587	subsidiaries	32
2588	surprising	32
2589	formal	32
2590	fit	32
2591	va	32
2592	branches	32
2593	panama	32
2594	maximum	32
2595	vs	32
2596	minor	32
2597	harder	32
2598	island	32
2599	desire	32
2600	promotion	32
2601	las	32
2602	opportunities	32
2603	marine	32
2604	el	32
2605	nikkei	32
2606	expense	32
2607	storage	32
2608	icahn	32
2609	counsel	32
2610	supposed	32
2611	poll	32
2612	walter	32
2613	stearns	32
2614	consolidated	31
2615	causing	31
2616	royal	31
2617	hot	31
2618	pont	31
2619	governor	31
2620	registered	31
2621	retired	31
2622	messrs	31
2623	arthur	31
2624	brazil	31
2625	procedures	31
2626	disk	31
2627	shipments	31
2628	resume	31
2629	english	31
2630	daiwa	31
2631	foot	31
2632	broader	31
2633	advice	31
2634	soft	31
2635	strongly	31
2636	fighting	31
2637	numerous	31
2638	learning	31
2639	districts	31
2640	behalf	31
2641	quiet	31
2642	represented	31
2643	applications	31
2644	turnover	31
2645	targets	31
2646	sudden	31
2647	lawsuit	31
2648	machinery	31
2649	surprise	31
2650	g	31
2651	revenues	31
2652	wine	31
2653	wholesale	31
2654	halt	31
2655	schedule	31
2656	regarding	31
2657	color	31
2658	exactly	31
2659	glass	31
2660	maintenance	31
2661	send	31
2662	programtrading	31
2663	agriculture	31
2664	trends	31
2665	enter	31
2666	rey	31
2667	davis	31
2668	begins	31
2669	variety	31
2670	flights	31
2671	shall	31
2672	successor	31
2673	profitability	31
2674	location	31
2675	freddie	31
2676	commissions	31
2677	dealing	31
2678	spirits	31
2679	incentives	31
2680	trip	31
2681	delta	31
2682	developers	31
2683	eggs	31
2684	bailout	31
2685	enterprises	31
2686	engine	31
2687	gonzalez	31
2688	blame	31
2689	allianz	31
2690	body	30
2691	beat	30
2692	standing	30
2693	winter	30
2694	announce	30
2695	doubled	30
2696	besides	30
2697	compete	30
2698	arrangement	30
2699	taiwan	30
2700	watching	30
2701	priority	30
2702	teams	30
2703	aide	30
2704	parliament	30
2705	linked	30
2706	channel	30
2707	exclusive	30
2708	expire	30
2709	premiums	30
2710	lufkin	30
2711	stadium	30
2712	tobacco	30
2713	restaurants	30
2714	indicates	30
2715	purpose	30
2716	contributions	30
2717	freedom	30
2718	waste	30
2719	answers	30
2720	brain	30
2721	dean	30
2722	constitution	30
2723	tumbled	30
2724	prison	30
2725	reputation	30
2726	merely	30
2727	baltimore	30
2728	requiring	30
2729	shops	30
2730	stable	30
2731	ideas	30
2732	fiveyear	30
2733	becomes	30
2734	table	30
2735	catch	30
2736	population	30
2737	bulk	30
2738	industrials	30
2739	chamber	30
2740	hired	30
2741	miss	30
2742	engaged	30
2743	pulp	30
2744	consensus	30
2745	noriega	30
2746	covering	30
2747	supported	30
2748	bluechip	30
2749	sellers	30
2750	wonder	30
2751	ranging	30
2752	claimed	30
2753	delays	30
2754	holiday	30
2755	conducted	30
2756	airways	30
2757	poison	30
2758	bloc	30
2759	delayed	30
2760	selloff	30
2761	creative	30
2762	recapitalization	30
2763	gap	30
2764	experiments	30
2765	pilson	30
2766	akzo	30
2767	westinghouse	30
2768	mobil	30
2769	deaths	29
2770	brief	29
2771	blue	29
2772	fans	29
2773	slid	29
2774	arm	29
2775	message	29
2776	page	29
2777	credits	29
2778	concept	29
2779	malcolm	29
2780	latin	29
2781	achieved	29
2782	wild	29
2783	plenty	29
2784	renewed	29
2785	strip	29
2786	competing	29
2787	mother	29
2788	discussing	29
2789	candidate	29
2790	telling	29
2791	marshall	29
2792	asian	29
2793	caution	29
2794	teachers	29
2795	explain	29
2796	involve	29
2797	detroit	29
2798	principle	29
2799	complaints	29
2800	wave	29
2801	viacom	29
2802	networks	29
2803	packaging	29
2804	economics	29
2805	coors	29
2806	downward	29
2807	merchant	29
2808	license	29
2809	initiative	29
2810	secured	29
2811	departure	29
2812	loyalty	29
2813	institution	29
2814	sensitive	29
2815	argument	29
2816	turmoil	29
2817	occurred	29
2818	operators	29
2819	efficient	29
2820	poverty	29
2821	prudentialbache	29
2822	guide	29
2823	divisions	29
2824	accounted	29
2825	basket	29
2826	sufficient	29
2827	mergers	29
2828	syndicate	29
2829	tentatively	29
2830	phoenix	29
2831	cycle	29
2832	demands	29
2833	defensive	29
2834	shell	29
2835	weaker	29
2836	somewhat	29
2837	convert	29
2838	waertsilae	29
2839	peace	29
2840	apparent	29
2841	plastics	29
2842	dealer	29
2843	defend	29
2844	goals	29
2845	toyota	29
2846	webster	29
2847	subsidies	29
2848	nicaragua	29
2849	wcrs	29
2850	chains	29
2851	regulation	28
2852	imported	28
2853	eased	28
2854	nevertheless	28
2855	acts	28
2856	rock	28
2857	suffer	28
2858	sheet	28
2859	developments	28
2860	mainframe	28
2861	broken	28
2862	totaling	28
2863	essentially	28
2864	pressures	28
2865	wood	28
2866	editorial	28
2867	resistance	28
2868	killed	28
2869	seeing	28
2870	giuliani	28
2871	gov	28
2872	mary	28
2873	jim	28
2874	responded	28
2875	credibility	28
2876	speech	28
2877	crucial	28
2878	hardly	28
2879	forms	28
2880	fellow	28
2881	meant	28
2882	eager	28
2883	host	28
2884	michigan	28
2885	scale	28
2886	connecticut	28
2887	assuming	28
2888	productivity	28
2889	handful	28
2890	expanded	28
2891	noting	28
2892	generate	28
2893	checks	28
2894	stone	28
